target,age_group,country,exp_group,views_day,movie_views_rate,movie_likes_rate,covid_likes_rate,sport_likes_rate,politics_likes_rate,business_likes_rate,tech_likes_rate,user_emb_0,user_emb_1,user_emb_2,user_emb_3,user_emb_4,user_emb_5,user_emb_6,user_emb_7,user_emb_8,user_emb_9,topic,likes_rating,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,post_emb_0,post_emb_1,post_emb_2,post_emb_3,post_emb_4,post_emb_5,post_emb_6,post_emb_7,post_emb_8,post_emb_9
1,14-19,Ukraine,3,7,0.3703703703703703,0.123076923076923,0.0978260869565217,0.1743119266055046,0.2857142857142857,0.073170731707317,0.0588235294117647,-0.15107475,0.07182299,-0.045170054,0.28149423,-0.68897617,-0.105254576,-0.01289669,-0.02419953,0.24134095,0.0667458,sport,126,0.0996662251715191,-0.128074489568276,0.0848051125759946,0.0074113835050715,-0.0061332157572951,-0.2195045194051507,-0.0845698694871631,0.1131967735351794,-0.0160880906255347,0.0122635055433856,-1.0783204,-0.8174064,-0.5979302,0.9117511,1.1163433,0.11466272,0.35768265,-1.1629407,-1.2323494,1.7332306
0,20-24,Russia,0,3,0.3795620437956204,0.1538461538461538,0.1142857142857142,0.0769230769230769,0.1071428571428571,0.0,0.0,0.0050964593,-0.00080297614,0.05367191,0.023341116,0.007315816,0.22788227,-0.19890802,0.47131914,-0.61099154,0.33527842,covid,318,0.3634475679695593,0.1377180393304194,0.0534487949858018,0.0064623935427464,0.0870942250771195,0.0113567390206615,-0.0791271887051307,-0.003490566506857,0.0313940576367033,-0.0303716695069095,-0.2395091,0.9224273,0.022997055,-0.8436568,1.4584987,-1.1568633,0.16560766,-1.2843215,0.10817084,0.4863166
0,14-19,Russia,2,3,0.4160583941605839,0.0614035087719298,0.09375,0.1351351351351351,0.1071428571428571,0.0588235294117647,0.0,0.09159348,0.42073628,-0.3066202,-0.2425813,0.09285674,-0.14489567,0.29288062,0.09550342,0.29961178,0.40391108,movie,261,0.1050131953332664,-0.1402666725881715,-0.0517509243961213,-0.0121020588962818,0.0034592924219085,0.0049717820159981,-0.00875267287855,-0.0056227223625415,0.0012404071062029,-0.001925214920169,1.3684467,-0.6697694,-1.4337034,-0.26244926,1.0826496,0.89704317,-1.3535835,-0.06356002,-0.10368858,0.3934643
0,25-33,Russia,1,3,0.2627737226277372,0.1666666666666666,0.0983606557377049,0.0,0.037037037037037,0.0909090909090909,0.1,-0.011912834,-0.06746541,-0.09383889,-0.53125787,0.3549354,-0.063544795,-0.7144701,0.13475133,0.13489558,-0.12619837,covid,429,0.1941083665820236,0.0989830460021895,0.0265435370835118,-0.0814905832957123,-0.1483113971086294,-0.0164740805333276,-0.0299797125740382,0.011634171930322,-0.0154960679237669,-0.0078909041437929,-0.93088955,0.030008242,-0.6957899,-0.3801364,0.3259892,-1.5728528,0.4386052,0.9344769,0.73135984,0.047627095
0,20-24,Russia,0,3,0.3978102189781022,0.036697247706422,0.0338983050847457,0.0833333333333333,0.0967741935483871,0.0,0.0,0.062109947,-0.26963985,-0.025414743,0.40217254,0.57527995,0.46289334,0.08843328,-0.068735115,0.0066464436,0.11379446,politics,382,0.118638090123506,-0.1313519855536055,0.3300661730319322,-0.0571520612935373,0.0531670258301963,0.2677784654320729,-0.0297193662288605,0.2090741466898535,-0.0348071460824304,-0.0131486380166077,-0.20862773,0.6093367,0.06495869,-0.03995482,1.6802837,-0.07893787,1.6166992,-0.3244426,0.24531032,0.7837508
0,20-24,Russia,3,3,0.4160583941605839,0.0789473684210526,0.0921052631578947,0.1142857142857142,0.217391304347826,0.1111111111111111,0.25,-0.032683015,0.26155066,0.11709989,0.2650859,0.41648233,-0.1013728,-0.5441493,0.3699588,0.5335131,0.23874594,sport,138,0.1059815178179867,-0.1380002760332287,0.1060405954037208,0.0016667897264089,-0.0007188558163884,-0.2264149773495462,-0.1030504519744455,0.1300395244967126,-0.0424223092851337,0.0441392210183989,-1.6922013,-0.16509041,1.1492491,0.2887459,0.81098056,0.9339722,0.19151928,-0.61713207,1.837624,-1.6351217
0,20-24,Russia,3,3,0.4416058394160584,0.0909090909090909,0.1216216216216216,0.1818181818181818,0.3125,0.0,0.125,-0.26969227,-0.21056913,0.04699343,-0.022249755,-0.5808419,-0.24763635,-0.1945561,0.14184225,0.41387522,-0.355337,movie,250,0.085834985076621,-0.1092124919776371,-0.0028514112715259,0.0859878697450873,-0.0311621086434389,0.0157716543880438,0.0411811524527721,-0.0201194089577328,-0.0373642595739505,0.027761641386136,-1.289825,-0.8983299,-0.5048511,-0.27005875,0.87335485,-0.0955319,0.92477524,1.3006427,-0.8066251,-0.22622667
0,14-19,Russia,4,3,0.4343065693430657,0.0840336134453781,0.0350877192982456,0.1621621621621621,0.0909090909090909,0.0,0.125,-0.60588217,0.033530694,-0.06184255,0.18857716,-0.26979646,0.70922047,-0.4886815,-0.16707693,0.016646935,0.14723925,politics,122,0.1049204887426857,-0.1161638318015855,0.285931846845085,-0.0669257940735839,0.0521870405579683,0.3580175199414262,-0.0616209177962202,0.2131312476689768,-0.0480696192814578,0.010563197907492,1.4291536,0.56265736,0.47485334,-1.634301,-0.6625588,-0.3396352,1.0334877,1.5401729,0.70146286,-0.53155637
0,25-33,Russia,0,3,0.3978102189781022,0.110091743119266,0.140625,0.0857142857142857,0.0833333333333333,0.0869565217391304,0.1333333333333333,-0.47964385,-0.43363526,-0.5695304,0.37893453,0.0127522405,0.1827667,-0.19663878,-0.0020930567,0.12477986,0.32277796,sport,303,0.2167919367759432,-0.2579333157088356,0.1865672559990277,-0.0274940527427302,0.0153893988545212,-0.164626362432921,-0.0540211279665706,0.1030101036500284,0.0365277010491749,-0.101126792106369,2.171229,0.034056943,0.29072112,-0.78272444,-1.3307321,0.76286525,0.20027305,-0.0069844155,1.4021362,0.9899862
0,14-19,Russia,2,3,0.3357664233576642,0.1413043478260869,0.1298701298701298,0.1276595744680851,0.0476190476190476,0.1111111111111111,0.0,-0.19789116,0.38213196,-0.75612056,0.0106971115,-0.12707633,0.26135844,0.4252323,0.33114,0.30631363,0.19140662,sport,333,0.1034045676962648,-0.1335175312472489,0.0744054472481645,-0.0128105825046844,0.0030508599462479,-0.1665861739600752,-0.0886313834139259,0.1162161722447379,0.0315173433710947,-0.0447084977289357,-0.37375602,-0.7581489,0.1482836,0.8384235,0.49844477,-0.4168903,0.57769054,1.611918,0.34912407,1.9692099
0,34-50,Russia,1,3,0.2992700729927007,0.2439024390243902,0.2105263157894736,0.0303030303030303,0.0769230769230769,0.1666666666666666,0.2727272727272727,0.24306773,-0.04503184,-0.15286241,-0.36002544,-0.4790659,0.24572034,0.5183741,-0.15048705,-0.3508052,0.33098224,covid,297,0.1859280077348165,0.0948704407843977,0.0015352636141874,-0.0729896827334065,-0.1520531511288668,0.0185285259753879,-0.0226025386743623,-0.0166883027110258,-0.0031142674707378,-0.0043232216870496,1.3128015,0.7254988,0.058930628,-0.6978534,0.74648803,0.34415954,-1.6139133,0.53267676,0.77439666,0.3089142
0,14-19,Russia,4,3,0.3868613138686131,0.0377358490566037,0.0493827160493827,0.0833333333333333,0.0,0.0,0.0666666666666666,-0.0035564322,-0.4617498,0.58790684,-0.2547372,0.051542703,-0.032734238,-0.19626695,0.5787207,-0.3594515,0.07630301,covid,197,0.618805370950349,0.4476732265683903,-0.041166653011705,-0.2999083013973548,-0.5432411983616425,0.0289511732953779,-0.0669014773210032,-0.0325075083681597,-0.0681957380868445,-0.0003862021778481,0.39782038,0.3053466,1.1133668,-1.1997393,1.3464389,2.4073954,0.9640237,1.5191091,-0.56179595,1.7013968
0,14-19,Russia,2,3,0.4598540145985401,0.119047619047619,0.0895522388059701,0.358974358974359,0.2105263157894736,0.1428571428571428,1.0,-0.04221828,0.46283972,-0.25425205,0.056935865,-0.05326673,0.27722365,-0.43560112,-0.37932584,0.06653906,-0.039021812,movie,364,0.1390034680565397,-0.1812873490240998,-0.0100218969280969,0.0071637937983857,-0.0044416468584212,-0.012012688744055,-0.0332386132492337,0.0270279870809602,0.0738580769470642,-0.0960363997656482,-0.4572818,-0.0028327194,-1.2464108,0.3158982,1.1753792,0.16067272,0.5898897,-0.99117446,-0.21213536,-0.6130022
0,20-24,Russia,1,3,0.4270072992700729,0.094017094017094,0.1029411764705882,0.1851851851851851,0.1052631578947368,0.1666666666666666,0.1428571428571428,0.42758462,0.2557956,-0.22965541,0.057764873,-0.37713698,0.14940792,-0.0340028,-0.5009249,0.15671256,-0.25408372,sport,128,0.1649582902456219,-0.2179749512252468,0.1855629256741236,-0.0236931270531914,0.0253826386582802,-0.2540759117649843,-0.1304366530429315,0.1424793991696249,-0.0084911042546873,0.0186731212982761,1.4421185,0.6634096,0.421924,1.23492,0.5829313,0.22180924,-0.64275783,2.4992268,-0.34698752,0.8270643
0,20-24,Russia,0,3,0.4416058394160584,0.0413223140495867,0.0,0.0769230769230769,0.0,0.0,0.0,0.4012873,0.28312343,0.51502407,0.07993542,0.079970695,0.5340869,-0.36153397,-0.27606276,0.07205418,0.08409927,politics,91,0.1357761370661183,-0.1507885408281745,0.3578250112834183,-0.0636086409548785,0.0517532647400501,0.280126494030074,-0.0517043227792751,0.1691007778118527,-0.0515451851731935,0.0342981471871529,1.7068362,-0.10761818,-0.114594564,-0.13705046,-1.4588978,1.1311522,1.1460804,0.10026108,1.1718456,1.1591362
0,20-24,Russia,3,3,0.3832116788321167,0.0285714285714285,0.0657894736842105,0.1304347826086956,0.1666666666666666,0.0625,0.1111111111111111,0.30299962,0.7172229,-0.090361945,-0.53142977,-0.37907147,0.14641804,-0.20554948,0.00914221,-0.18530215,0.0735596,movie,318,0.1520737110989847,-0.2185663068108202,-0.0900929273150519,-0.1347359340186728,0.0736609422360422,-0.0079230152877291,-0.0008095449406678,-0.0059146322191841,-0.0177110882571301,0.0400757521207296,0.79017437,0.27068514,0.25024047,0.24521525,1.8019531,1.1593226,0.37123048,0.6706372,-2.5058894,-0.04779851
0,14-19,Russia,3,3,0.4197080291970803,0.0434782608695652,0.1216216216216216,0.1428571428571428,0.1428571428571428,0.0,0.0,-0.49857196,-0.555798,-0.07736211,-0.3526844,-0.4153678,-0.33036652,0.046956822,-0.04068935,0.42193,-0.0026955812,covid,296,0.3801422220538287,0.194255302764697,-0.0500823608542664,0.0301520440547551,0.077089625226633,-0.0136111380939943,-0.0725502960770936,0.0023632467046498,0.0120391331374045,-0.012225949643776,-1.1990213,-0.44155538,-1.0155517,-0.10784319,0.47481215,1.8663297,-1.0248202,0.53435284,-0.3796483,-0.30541748
0,25-33,Russia,0,3,0.2372262773722627,0.1692307692307692,0.0793650793650793,0.0,0.0,0.0416666666666666,0.0526315789473684,0.30069447,0.054703392,0.19359067,-0.16119404,-0.017076354,-0.16174199,0.0804206,-0.7986592,-0.31052402,-0.013923432,movie,250,0.195871239241313,-0.2624248081842253,-0.0457210482369701,-0.0364226576347233,0.0218241242038678,-0.0720820275725511,0.0020732026245317,0.0325510947718827,0.0033894056001203,-0.0458953917844758,-0.30101988,-0.2872184,0.734984,-0.2031283,-1.3877553,-0.99439096,-0.99796575,1.4599557,-0.64330024,-0.26300102
0,20-24,Russia,3,3,0.3905109489051095,0.0934579439252336,0.0294117647058823,0.081081081081081,0.0476190476190476,0.1052631578947368,0.0,-0.22859327,0.13106762,-0.053000007,0.28622597,0.1814061,-0.31846255,-0.2950709,-0.08460933,-0.05730122,-0.03080149,covid,395,0.1806435245018264,0.0942531855365993,0.0197008561074021,-0.0862455584028892,-0.1423962781567556,0.038973936298334,-0.0306525917204498,0.0205074129854376,-0.0239191319927029,-0.0005362081630385,0.13880682,-0.028851166,-0.80922765,0.08721542,-0.17098118,0.7246436,0.12237569,-0.28303975,-0.32472044,0.17239106
0,20-24,Russia,2,4,0.3625730994152046,0.1370967741935483,0.1304347826086956,0.2,0.2,0.0526315789473684,0.0714285714285714,-0.15207988,-0.08404669,-0.298013,-0.34412256,0.16255337,0.2838155,-0.35722595,-0.7145482,-0.24362609,-0.059033718,sport,21,0.0992187627423226,-0.1244848355949492,0.1425515535842458,-0.0008659663239717,0.0126432303229014,-0.225678351223113,-0.0762984936855368,0.1032969462399535,-0.0473110088657994,0.0557796371227779,1.2466419,-1.5464842,1.7575101,0.42373365,-0.76344913,-0.2032674,0.7485344,0.6771086,0.5715307,-1.2070214
0,14-19,Russia,2,4,0.3888888888888889,0.0601503759398496,0.0779220779220779,0.0465116279069767,0.0689655172413793,0.0,0.0,-0.4291116,-0.06522302,-0.18433644,0.12788829,-0.008475127,0.35146174,-0.26307896,0.44001275,-0.4296518,0.033906393,sport,137,0.0873608038533239,-0.108987568492556,0.0650363986677052,0.0025389046789639,-0.0012448091552755,-0.1134725920736675,-0.0447775813275905,0.0796668753262492,-0.018295681730988,0.0014355238666212,1.2047431,-0.88500327,0.7241125,-0.61372584,-1.2809747,-0.026913958,0.30010238,1.0305126,-0.8529795,-0.28255513
0,20-24,Belarus,2,4,0.3596491228070175,0.2195121951219512,0.2098765432098765,0.2727272727272727,0.25,0.3571428571428571,0.3333333333333333,0.24091615,0.10905832,-0.119588636,-0.38371047,-0.3383462,0.04776808,-0.07491829,0.054231457,-0.049762726,0.09377664,movie,251,0.1922703745559766,-0.2625858436668402,-0.0852377936193605,0.0885799133805451,-0.0502324539172094,0.0277569312468804,0.0326739206183325,-0.0027497251231923,0.0140594986817863,-0.0305286108260567,-0.68499804,1.4212434,-1.2740328,0.13202822,1.5891043,0.7126806,-0.9877635,2.5978925,0.6387735,0.24447106
0,14-19,Russia,0,4,0.3771929824561403,0.0387596899224806,0.1372549019607843,0.1333333333333333,0.0909090909090909,0.0,0.1538461538461538,-0.13907984,0.3735334,0.17922157,-0.11143407,0.03426669,0.0051624025,-0.46232912,-0.31807962,-0.18179105,-0.27340898,politics,136,0.1313271360658623,-0.1523799303899572,0.4312654046102032,-0.080575715626088,0.0673578079700414,0.4106755292138456,-0.1001650116767682,0.2814217202280097,-0.0557375464456364,0.0287517585560619,0.1451704,-0.9878118,-0.11423279,0.6502567,-1.398536,0.49956346,-0.9261795,-0.3189707,1.8177556,-0.3604277
0,20-24,Russia,3,4,0.3976608187134502,0.0073529411764705,0.0352941176470588,0.02,0.0689655172413793,0.0,0.0,-0.19863774,-0.09613068,-0.41561934,-0.16163671,-0.6597231,0.307082,0.27911222,0.12524733,0.15700138,0.33455083,covid,337,0.2279067979571564,0.1075006548306783,-0.0198131650233735,-0.1027182410421601,-0.1830410975105823,0.0061152192470639,-0.0354076104512123,0.0002942109448438,-0.0035349142122685,-0.028561703491553,-0.30715266,-0.6672255,-0.14702216,-0.15590744,-1.1920751,-0.9597728,-0.120354235,0.66602975,-0.17811766,-0.42060262
0,20-24,Belarus,3,4,0.4122807017543859,0.1347517730496454,0.1971830985915492,0.1851851851851851,0.24,0.1612903225806451,0.125,0.26939115,-0.12027278,0.59506756,-0.22763841,-0.017613538,0.47279993,0.2651815,-0.11048524,0.2658168,-0.11802725,tech,297,0.2184029990148524,-0.2799642609397242,0.0337845572964552,0.0009912052166114,-0.0066356840447928,-0.2050093897633491,-0.0955330423958853,0.0960385027084338,0.099021063898876,-0.135371252015149,1.2332755,1.2516521,-1.0105038,-2.024199,0.30206496,0.13945995,-1.1400956,0.6629925,-0.6575576,-1.0670877
0,25-33,Russia,4,4,0.2514619883040935,0.1744186046511628,0.0813953488372093,0.1166666666666666,0.0806451612903225,0.1153846153846153,0.125,0.16924365,-0.148961,0.22748876,0.35003936,-0.419677,-0.06904128,-0.08746765,-0.091293946,0.16193527,0.09795205,covid,287,0.2787847073062,0.1047476440570215,-0.02304083111945,-0.1008455140974654,-0.2136356869036458,0.00619456752824,-0.0383186409871585,-0.0054724916663174,0.0007281075780971,-0.03011093580211,-0.45076686,1.4495138,0.6257432,-0.09023043,0.36671665,0.21995302,0.18702118,1.8129566,-1.5829866,-0.34837416
0,20-24,Russia,3,4,0.3538011695906433,0.0578512396694214,0.1428571428571428,0.0555555555555555,0.125,0.0,0.0625,-0.22338055,-0.5587382,-0.13017045,0.4569692,0.018573364,-0.36449164,-0.109959275,0.5799016,-0.3924045,-0.11864972,politics,140,0.1579000070433812,-0.1736821088317124,0.397099332989132,-0.0673892643354162,0.0516026678545331,0.2685155598452293,-0.0393140423034918,0.1466740285046883,-0.0474041600447821,0.0142890345207032,-1.1142473,0.24854209,-0.17215593,-1.1724308,0.9496644,-0.8333993,-0.5220307,-0.15589258,-0.01110581,-1.7634678
0,14-19,Russia,2,4,0.4298245614035088,0.0204081632653061,0.0714285714285714,0.1136363636363636,0.125,0.0,0.0,-0.16336147,-0.17881352,-0.18041912,0.2748222,0.3645901,-0.24969438,-0.7518452,0.034173694,-0.21512945,-0.40945724,business,380,0.0996096322912936,-0.1030386824654242,0.3063307537741447,-0.0422745697391235,0.0360035503055522,0.1667337955811175,-0.0006164631744061,0.0053254862207048,-0.0142272208522185,0.042442444689524,0.08547662,0.7305477,-0.19680786,-1.3115069,0.90584326,0.5975857,0.87726045,0.7910052,-0.50206625,1.3354685
0,14-19,Russia,3,4,0.4327485380116959,0.0743243243243243,0.0625,0.2051282051282051,0.125,0.0625,0.0833333333333333,-0.4238382,-0.10273546,0.035376497,-0.30171254,-0.5675952,0.4392795,-0.079149984,0.44985625,-0.08871539,-0.06909892,movie,344,0.0896837415181119,-0.0928852976283301,0.042035851624687,0.0113766631679593,0.0014763525159902,-0.0579379056683148,0.1055446690715719,0.0332558301757257,-0.0482483041594554,-0.0663817930512576,-0.46897134,1.329012,0.069487296,1.0275702,0.13790782,0.090947255,-0.2617835,0.051905323,1.402964,-0.17595127
0,25-33,Russia,2,4,0.3830409356725146,0.015267175572519,0.036144578313253,0.0333333333333333,0.1379310344827586,0.1923076923076923,0.0,0.35364085,0.15475745,0.23780958,0.013987147,0.14147244,-0.031055091,-0.042227097,-0.086371474,-0.058329348,-0.68068653,politics,132,0.1527147631604817,-0.1830009195383842,0.4227996910838572,-0.0890336242161601,0.0719232935928835,0.4081912950059913,-0.0894926278256918,0.295904519825317,-0.0487437841920027,0.0184031231258945,0.8087041,-0.6627713,-0.38148186,-0.91294307,-0.1280645,0.95227396,0.19800878,-1.0261154,1.4992046,-0.0941471
0,20-24,Russia,2,4,0.3450292397660818,0.0677966101694915,0.1,0.1428571428571428,0.0,0.25,0.2142857142857142,-0.026990468,0.7060659,-0.05099416,0.35277075,-0.3954978,0.60137445,0.105258495,-0.11190912,-0.046861272,0.22713083,sport,107,0.085106665246656,-0.1115587788768695,0.1007068459450021,-0.0144125041333677,0.0135818202827942,-0.1279565167413641,-0.0629998250892587,0.092435220768415,-0.0132467758755425,0.0132776567079413,-0.7322134,-0.76612043,-0.98526806,-0.6884893,1.0141275,0.53689075,-0.24674822,1.686352,1.6958956,-1.1262884
0,14-19,Russia,4,4,0.4298245614035088,0.0816326530612244,0.1204819277108433,0.0888888888888888,0.1212121212121212,0.2,0.1111111111111111,-0.48781693,-0.24016449,-0.33189046,-0.5075578,-0.19669689,0.10984957,0.010778353,-0.26492795,-0.23944446,-0.2703133,movie,244,0.1626135732055786,-0.2203001045088888,-0.0634180081823796,-0.0712776992694519,0.0419433301810879,-0.0166745113122835,-0.0206548068972353,-0.0301151667907941,0.0755886310533002,-0.0831887954739679,-1.1232469,-1.0248693,-0.87940574,-0.8672183,-1.8785539,0.6027362,1.6491727,0.6439552,-1.1955044,-1.4168645
0,14-19,Russia,4,7,0.4002849002849002,0.0711743772241993,0.0470588235294117,0.1188118811881188,0.0597014925373134,0.0,0.0,0.2730308,0.3579006,0.16779469,0.017869249,0.3495523,-0.059370674,0.1846503,0.1544243,-0.2788211,-0.051923662,sport,29,0.1496451322678805,-0.187921841710606,0.1614562347973169,-0.016048604580222,0.012268607069162,-0.2402319941942166,-0.1195976322163012,0.1344890004263978,-0.0027516056587728,0.0037993405942478,-0.92423713,1.445433,-0.20495011,-0.20664614,-1.6185292,-0.94124365,1.1629857,-0.5364045,-0.302722,0.0685203
0,20-24,Russia,4,7,0.4017094017094017,0.0780141843971631,0.088235294117647,0.1707317073170731,0.1851851851851851,0.1,0.0,-0.0024499146,-0.022316856,0.16550547,0.17317814,0.12245439,0.41188252,-0.09763424,0.09743374,-0.18672752,-0.5016462,movie,252,0.253290769979082,-0.3594385572891989,-0.1292581548760049,0.1128637783657373,-0.0633025202632416,0.0525297854888751,0.0164344373284199,0.0095395046900384,0.0032008543045583,-0.0186187052574511,-1.1393466,0.5274525,0.84562236,-1.7584751,0.36905754,-0.6533745,-0.15049618,0.75570965,0.89913434,-0.20908533
